COURSE CODE,TITLE,LOCAL CREDIT,ECTS CREDIT,REMAINING / TOTAL QUOTA,CAMPUS,CLASSROOM(S),INSTRUCTOR NAME,INSTRUCTOR SURNAME,ASSISTANT,TIME SLOT,FACULTY NAME,COURSE HOUR(S),LIVE SECTION
GİTA1101.1,Life Drawing I (3),3,4,10 / 10,Şile,"D/K-112, D/K-112, D/K-112, D/K-112",KEMAL KARA 2,,STAFF,"Çarşamba 08:30 - 09:20, Çarşamba 09:30 - 10:20, Çarşamba 11:30 - 12:20, Çarşamba 12:30 - 13:20","Faculty of Arts, Design and Architecture",4,NO
GİTA1102.1,Life Drawing II (3),3,4,8 / 10,Şile,"D/K-302, D/K-302, D/K-302, D/K-302",KEMAL KARA 3,,STAFF,"Çarşamba 08:30 - 09:20, Çarşamba 09:30 - 10:20, Çarşamba 11:30 - 12:20, Çarşamba 12:30 - 13:20","Faculty of Arts, Design and Architecture",4,NO
GİTA1106.1,Basic Design in Computer II (3),3,5,0 / 15,Şile,"D/K-B03, D/K-B03, D/K-B03",SİBEL,TUĞAL,STAFF,"Pazartesi 08:30 - 09:20, Pazartesi 09:30 - 10:20, Pazartesi 11:30 - 12:20","Faculty of Arts, Design and Architecture",3,NO
GİTA1106.2,Basic Design in Computer II (3),3,5,2 / 15,Şile,"D/K-B03, D/K-B03, D/K-B03",SİBEL,TUĞAL,STAFF,"Salı 08:30 - 09:20, Salı 09:30 - 10:20, Salı 11:30 - 12:20","Faculty of Arts, Design and Architecture",3,NO
GİTA1108.1,Basic Typography (3),3,5,10 / 10,Şile,"D/K-213, D/K-213, D/K-213, D/K-213",SELÇUK ÖZİŞ 1,,STAFF,"Pazartesi 12:30 - 13:20, Pazartesi 13:30 - 14:20, Pazartesi 14:30 - 15:20, Pazartesi 15:30 - 16:20","Faculty of Arts, Design and Architecture",4,NO
GİTA1110.1,Life Drawing (3),3,5,0 / 20,Şile,"D/K-306, D/K-306, D/K-306, D/K-306",KEMAL,KARA,STAFF,"Çarşamba 08:30 - 09:20, Çarşamba 09:30 - 10:20, Çarşamba 11:30 - 12:20, Çarşamba 12:30 - 13:20","Faculty of Arts, Design and Architecture",4,NO
GİTA1110.2,Life Drawing (3),3,5,8 / 20,Şile,"D/K-306, D/K-306, D/K-306, D/K-306",KEMAL KARA 1,,STAFF,"Çarşamba 13:30 - 14:20, Çarşamba 14:30 - 15:20, Çarşamba 15:30 - 16:20, Çarşamba 16:30 - 17:20","Faculty of Arts, Design and Architecture",4,NO
GİTA1902.1,Basic Graphic Design II (3),3,6,5 / 25,Şile,"D/K-113, D/K-113, D/K-113, D/K-113",SİBEL,TUĞAL,STAFF,"Salı 12:30 - 13:20, Salı 13:30 - 14:20, Salı 14:30 - 15:20, Salı 15:30 - 16:20","Faculty of Arts, Design and Architecture",4,NO
GİTA2102.1,Typography II (3),3,5,1 / 27,Şile,"D/K-107, D/K-107, D/K-107, D/K-107",SELÇUK,ÖZİŞ,STAFF,"Pazartesi 12:30 - 13:20, Pazartesi 13:30 - 14:20, Pazartesi 14:30 - 15:20, Pazartesi 15:30 - 16:20","Faculty of Arts, Design and Architecture",4,NO
GİTA2103.1,Digital Media (3),3,5,3 / 25,Online,"DMF-400, DMF-400, DMF-400",FERHAT,MEŞHUR,STAFF,,"Faculty of Arts, Design and Architecture",3,YES
