COURSE CODE,TITLE,LOCAL CREDIT,ECTS CREDIT,REMAINING / TOTAL QUOTA,CAMPUS,CLASSROOM(S),INSTRUCTOR NAME,INSTRUCTOR SURNAME,ASSISTANT,TIME SLOT,FACULTY NAME,COURSE HOUR(S),LIVE SECTION
ORDE0202.1,"Nature, Science, Human II (3)",3,5,0 / 150,Online,"-, -, -",İSMAİL,KARAKURT,STAFF,"Pazartesi 14:30 - 15:20, Pazartesi 15:30 - 16:20, Pazartesi 16:30 - 17:20",Faculty of Common Courses,3,NO
ORDE0202.2,"Nature, Science, Human II (3)",3,5,45 / 150,Online,"-, -, -",TUĞBA,ÖZTÜRK,STAFF,"Pazartesi 14:30 - 15:20, Pazartesi 15:30 - 16:20, Pazartesi 16:30 - 17:20",Faculty of Common Courses,3,NO
ORDE0301.1,"Numbers, Formulas, Human I (3)",3,5,39 / 150,Şile,"-, -, -",DENİZ,KARLI,STAFF,,Faculty of Common Courses,3,NO
ORDE0401.1,"Society, Science and Human (3)",3,4,0 / 70,Şile,"-, -, -",ÖZLEM,KAYHAN PUSANE,STAFF,"Çarşamba 13:30 - 14:20, Çarşamba 14:30 - 15:20, Çarşamba 15:30 - 16:20",Faculty of Common Courses,3,NO
ORDE0401.2,"Society, Science and Human (3)",3,4,49 / 70,Şile,"-, -, -",SEDA,DEMİRALP,STAFF,"Çarşamba 13:30 - 14:20, Çarşamba 14:30 - 15:20, Çarşamba 15:30 - 16:20",Faculty of Common Courses,3,NO
ORDE0401.3,"Society, Science and Human (3)",3,4,5 / 70,Şile,"-, -, -",ÖZLEM,İNANÇ,STAFF,"Çarşamba 13:30 - 14:20, Çarşamba 14:30 - 15:20, Çarşamba 15:30 - 16:20",Faculty of Common Courses,3,NO
ORDE0401.4,"Society, Science and Human (3)",3,4,51 / 70,Şile,"-, -, -",ÖZLEM,İNANÇ,STAFF,"Çarşamba 13:30 - 14:20, Çarşamba 14:30 - 15:20, Çarşamba 15:30 - 16:20",Faculty of Common Courses,3,NO
ORDE0402.1,"Ethics, Law and Society (2)",2,3,80 / 150,Şile,"-, -",AYŞE DENİZ,HAKYEMEZ,STAFF,,Faculty of Common Courses,2,YES
ORDE0501.1,"Art, Society, Human (2)",2,3,95 / 150,Şile,"-, -",İBRAHİM,CANSIZOĞLU,STAFF,"Cuma 15:30 - 16:20, Cuma 16:30 - 17:20",Faculty of Common Courses,2,YES
PEM500T.1,GRADUATE SEMINAR,0,2,10 / 10,Maslak,,ADNAN,UZUN,STAFF,,School of Graduate Studies,0,NO
PEM502T.1,Çevre ve Kent Estetiği (3),3,9,10 / 10,Maslak,,STAFF,,STAFF,,School of Graduate Studies,3,YES
PEM504T.1,RECREATION AREA PLANNING (3),3,7,10 / 10,Maslak,,ADNAN,UZUN,STAFF,,School of Graduate Studies,0,NO
PEM505T.1,KENTSEL YEŞIL AÇIK ALAN SISTEMLERI (3),3,7,10 / 10,Maslak,,STAFF,,STAFF,,School of Graduate Studies,3,YES
PEM590T.1,MASTER'S THESIS,0,60,12 / 12,Maslak,,ADNAN,UZUN,STAFF,,School of Graduate Studies,0,NO
PHYS1111.1,Physics - Mechanics (3),3,5,4 / 90,Şile,"DMF-212, DMF-212, DMF-212",TUĞBA,ÖZTÜRK,STAFF,"Salı 14:30 - 15:20, Salı 15:30 - 16:20, Salı 16:30 - 17:20",Faculty of Engineering and Natural Sciences,3,NO
PHYS1112.1,Physics - Electricity And Magnetism (3),3,5,4 / 95,Şile,"DMF-313, DMF-313, DMF-313",İSMAİL,KARAKURT,STAFF,"Çarşamba 08:30 - 09:20, Çarşamba 09:30 - 10:20, Çarşamba 11:30 - 12:20",Faculty of Engineering and Natural Sciences,3,NO
PHYS1112.2,Physics - Electricity And Magnetism (3),3,5,3 / 95,Şile,"DMF-313, DMF-313, DMF-313",İSMAİL,KARAKURT,STAFF,"Çarşamba 13:30 - 14:20, Çarşamba 14:30 - 15:20, Çarşamba 15:30 - 16:20",Faculty of Engineering and Natural Sciences,3,NO
PHYS1112.3,Physics - Electricity And Magnetism (3),3,5,-1 / 100,Şile,"DMF-213, DMF-213, DMF-213",MEHMET CEM,GÜÇLÜ,STAFF,"Cuma 08:30 - 09:20, Cuma 09:30 - 10:20, Cuma 11:30 - 12:20",Faculty of Engineering and Natural Sciences,3,NO
PHYS1114.1,Electricity And Magnetism Laboratory (1),1,1,5 / 40,Şile,"LMF-216,LMF-217, LMF-216,LMF-217",TUĞBA,ÖZTÜRK,STAFF,"Salı 08:30 - 09:20, Salı 09:30 - 10:20",Faculty of Engineering and Natural Sciences,2,NO
PHYS1114.2,Electricity And Magnetism Laboratory (1),1,1,0 / 40,Şile,"LMF-216,LMF-217, LMF-216,LMF-217",TUĞBA,ÖZTÜRK,STAFF,"Salı 11:30 - 12:20, Salı 12:30 - 13:20",Faculty of Engineering and Natural Sciences,2,NO
PHYS1114.3,Electricity And Magnetism Laboratory (1),1,1,0 / 40,Şile,"LMF-216,LMF-217, LMF-216,LMF-217",TUĞBA,ÖZTÜRK,STAFF,"Salı 14:30 - 15:20, Salı 15:30 - 16:20",Faculty of Engineering and Natural Sciences,2,NO
PHYS1114.4,Electricity And Magnetism Laboratory (1),1,1,2 / 40,Şile,"DMF-102, DMF-102",TUĞBA,ÖZTÜRK,STAFF,"Çarşamba 08:30 - 09:20, Çarşamba 09:30 - 10:20",Faculty of Engineering and Natural Sciences,2,NO
PHYS1114.5,Electricity And Magnetism Laboratory (1),1,1,0 / 40,Şile,"DMF-102, DMF-102",TUĞBA,ÖZTÜRK,STAFF,"Çarşamba 11:30 - 12:20, Çarşamba 12:30 - 13:20",Faculty of Engineering and Natural Sciences,2,NO
PHYS1114.6,Electricity And Magnetism Laboratory (1),1,1,0 / 41,Şile,"DMF-102, DMF-102",TUĞBA,ÖZTÜRK,STAFF,"Çarşamba 14:30 - 15:20, Çarşamba 15:30 - 16:20",Faculty of Engineering and Natural Sciences,2,NO
PHYS1114.7,Electricity And Magnetism Laboratory (1),1,1,0 / 40,Şile,"DMF-102, DMF-102",TUĞBA,ÖZTÜRK,STAFF,,Faculty of Engineering and Natural Sciences,2,NO
PHYS1114.8,Electricity And Magnetism Laboratory (1),1,1,0 / 45,Şile,"DMF-102, DMF-102",TUĞBA,ÖZTÜRK,STAFF,,Faculty of Engineering and Natural Sciences,2,NO
PHYS1114.9,Electricity And Magnetism Laboratory (1),1,1,25 / 40,Şile,"LMF-216, LMF-216",TUĞBA,ÖZTÜRK,STAFF,,Faculty of Engineering and Natural Sciences,2,NO
POLS1201.1,Introduction to Political Science (3),3,6,6 / 40,Şile,"D/K-507, D/K-507, D/K-507",RABİA,KARAKAYA POLAT,STAFF,"Salı 13:30 - 14:20, Salı 14:30 - 15:20, Salı 15:30 - 16:20","Faculty of Economics, Administrative and Social Sciences",3,NO
POLS1201.2,Introduction to Political Science (3),3,6,6 / 40,Şile,"D/K-503, D/K-503, D/K-503",RABİA,KARAKAYA POLAT,STAFF,"Çarşamba 09:30 - 10:20, Çarşamba 11:30 - 12:20, Çarşamba 12:30 - 13:20","Faculty of Economics, Administrative and Social Sciences",3,NO
POLS1502.1,Fundamentals of Law (3),3,6,21 / 40,Şile,"D/K-301, D/K-301, D/K-301",DİKRAN MİGIRDİÇ,ZENGİNKUZUCU,STAFF,"Cuma 08:30 - 09:20, Cuma 09:30 - 10:20, Cuma 11:30 - 12:20","Faculty of Economics, Administrative and Social Sciences",3,NO
POLS2204.1,Introduction to Comparative Politics (3),3,6,19 / 40,Şile,"AMF-012, AMF-012, AMF-012",SEDA,DEMİRALP,STAFF,"Pazartesi 08:30 - 09:20, Pazartesi 09:30 - 10:20, Pazartesi 11:30 - 12:20","Faculty of Economics, Administrative and Social Sciences",3,NO
POLS2222.1,Social Science Research Methods (3),3,6,20 / 40,Şile,"DMF-201, DMF-201, DMF-201",ÖDÜL,CELEP,STAFF,"Pazartesi 15:30 - 16:20, Pazartesi 16:30 - 17:20, Pazartesi 17:30 - 18:20","Faculty of Economics, Administrative and Social Sciences",3,NO
POLS3202.1,Political Theory II (3),3,7,24 / 40,Şile,"D/K-411, D/K-411, D/K-411",EROL,ÜLKER,STAFF,"Çarşamba 08:30 - 09:20, Çarşamba 09:30 - 10:20, Çarşamba 11:30 - 12:20","Faculty of Economics, Administrative and Social Sciences",3,NO
POLS3256.1,Political Economy (3),3,6,25 / 40,Şile,"D/K-213, D/K-213, D/K-213",EROL,ÜLKER,STAFF,"Cuma 08:30 - 09:20, Cuma 09:30 - 10:20, Cuma 11:30 - 12:20","Faculty of Economics, Administrative and Social Sciences",3,NO
POLS3548.1,Turkish Constitutional Law (3),3,6,24 / 40,Şile,"ONLINE, ONLINE, ONLINE",DİKRAN MİGIRDİÇ,ZENGİNKUZUCU,STAFF,,"Faculty of Economics, Administrative and Social Sciences",3,YES
POLS4242.1,Political Philosophy (3),3,5,33 / 40,Şile,"DMF-400, DMF-400, DMF-400",ÖRSAN KUNTER,ÖYMEN,STAFF,"Salı 15:30 - 16:20, Salı 16:30 - 17:20, Salı 17:30 - 18:20","Faculty of Economics, Administrative and Social Sciences",3,NO
PREP1112.1,Core 1.2 (8),8,10,11 / 30,Şile,"-, -, -, -, -, -, -, -, -, -, -, -",HALİL,AKTAN,STAFF,"Pazartesi 08:30 - 09:20, Pazartesi 09:30 - 10:20, Pazartesi 11:30 - 12:20, Salı 13:30 - 14:20, Salı 14:30 - 15:20, Çarşamba 08:30 - 09:20, Çarşamba 09:30 - 10:20, Çarşamba 11:30 - 12:20, Cuma 08:30 - 09:20, Cuma 09:30 - 10:20",School of Foreign Languages,12,NO
PREP1112.2,Core 1.2 (8),8,10,11 / 30,Şile,"-, -, -, -, -, -, -, -, -, -, -, -",EBRU,ÇİÇEK ÇIRPICI,STAFF,"Pazartesi 08:30 - 09:20, Pazartesi 09:30 - 10:20, Pazartesi 11:30 - 12:20, Salı 13:30 - 14:20, Salı 14:30 - 15:20, Çarşamba 08:30 - 09:20, Çarşamba 09:30 - 10:20, Çarşamba 11:30 - 12:20, Cuma 08:30 - 09:20, Cuma 09:30 - 10:20",School of Foreign Languages,12,NO
PREP1112.3,Core 1.2 (8),8,10,10 / 30,Şile,"-, -, -, -, -, -, -, -, -, -, -, -",OSMAN,BEDEL,STAFF,"Pazartesi 08:30 - 09:20, Pazartesi 09:30 - 10:20, Pazartesi 11:30 - 12:20, Salı 13:30 - 14:20, Salı 14:30 - 15:20, Çarşamba 08:30 - 09:20, Çarşamba 09:30 - 10:20, Çarşamba 11:30 - 12:20, Cuma 08:30 - 09:20, Cuma 09:30 - 10:20",School of Foreign Languages,12,NO
PREP1112.4,Core 1.2 (8),8,10,10 / 30,Şile,"-, -, -, -, -, -, -, -, -, -, -, -",AYŞE BUSE,ÖZTÜRK,STAFF,"Pazartesi 08:30 - 09:20, Pazartesi 09:30 - 10:20, Pazartesi 11:30 - 12:20, Salı 13:30 - 14:20, Salı 14:30 - 15:20, Çarşamba 08:30 - 09:20, Çarşamba 09:30 - 10:20, Çarşamba 11:30 - 12:20, Cuma 08:30 - 09:20, Cuma 09:30 - 10:20",School of Foreign Languages,12,NO
PREP1112.5,Core 1.2 (8),8,10,13 / 30,Şile,"-, -, -, -, -, -, -, -, -, -, -, -",NURİ,ATEŞ,STAFF,"Pazartesi 08:30 - 09:20, Pazartesi 09:30 - 10:20, Pazartesi 11:30 - 12:20, Salı 13:30 - 14:20, Salı 14:30 - 15:20, Çarşamba 08:30 - 09:20, Çarşamba 09:30 - 10:20, Çarşamba 11:30 - 12:20, Cuma 08:30 - 09:20, Cuma 09:30 - 10:20",School of Foreign Languages,12,NO
PREP1112.6,Core 1.2 (8),8,10,12 / 30,Şile,"-, -, -, -, -, -, -, -, -, -, -, -",MEHMET SERDAR,VURAL,STAFF,"Pazartesi 08:30 - 09:20, Pazartesi 09:30 - 10:20, Pazartesi 11:30 - 12:20, Salı 13:30 - 14:20, Salı 14:30 - 15:20, Çarşamba 08:30 - 09:20, Çarşamba 09:30 - 10:20, Çarşamba 11:30 - 12:20, Cuma 08:30 - 09:20, Cuma 09:30 - 10:20",School of Foreign Languages,12,NO
PREP1112.7,Core 1.2 (8),8,10,30 / 30,Şile,"-, -, -, -, -, -, -, -, -, -, -, -",STAFF,,STAFF,"Pazartesi 08:30 - 09:20, Pazartesi 09:30 - 10:20, Pazartesi 11:30 - 12:20, Salı 13:30 - 14:20, Salı 14:30 - 15:20, Çarşamba 08:30 - 09:20, Çarşamba 09:30 - 10:20, Çarşamba 11:30 - 12:20, Cuma 08:30 - 09:20, Cuma 09:30 - 10:20",School of Foreign Languages,12,NO
PREP1122.1,Reading &amp; Writing 1.2 (10),10,12,11 / 30,Şile,"-, -, -, -, -, -, -, -, -",EBRU,ÇİÇEK ÇIRPICI,STAFF,"Salı 08:30 - 09:20, Salı 09:30 - 10:20, Salı 11:30 - 12:20, Çarşamba 13:30 - 14:20, Çarşamba 14:30 - 15:20, Cuma 11:30 - 12:20, Cuma 12:30 - 13:20",School of Foreign Languages,9,NO
PREP1122.2,Reading &amp; Writing 1.2 (10),10,12,11 / 30,Şile,"-, -, -, -, -, -, -, -, -",HALİL,AKTAN,STAFF,"Salı 08:30 - 09:20, Salı 09:30 - 10:20, Salı 11:30 - 12:20, Çarşamba 13:30 - 14:20, Çarşamba 14:30 - 15:20, Cuma 11:30 - 12:20, Cuma 12:30 - 13:20",School of Foreign Languages,9,NO
PREP1122.3,Reading &amp; Writing 1.2 (10),10,12,10 / 30,Şile,"-, -, -, -, -, -, -, -, -",SEYİD ÖMER,DELİCE,STAFF,"Salı 08:30 - 09:20, Salı 09:30 - 10:20, Salı 11:30 - 12:20, Çarşamba 13:30 - 14:20, Çarşamba 14:30 - 15:20, Cuma 11:30 - 12:20, Cuma 12:30 - 13:20",School of Foreign Languages,9,NO
PREP1122.4,Reading &amp; Writing 1.2 (10),10,12,10 / 30,Şile,"-, -, -, -, -, -, -, -, -",NURİ,ATEŞ,STAFF,"Salı 08:30 - 09:20, Salı 09:30 - 10:20, Salı 11:30 - 12:20, Çarşamba 13:30 - 14:20, Çarşamba 14:30 - 15:20, Cuma 11:30 - 12:20, Cuma 12:30 - 13:20",School of Foreign Languages,9,NO
PREP1122.5,Reading &amp; Writing 1.2 (10),10,12,13 / 30,Şile,"-, -, -, -, -, -, -, -, -",MEHMET SERDAR,VURAL,STAFF,"Salı 08:30 - 09:20, Salı 09:30 - 10:20, Salı 11:30 - 12:20, Çarşamba 13:30 - 14:20, Çarşamba 14:30 - 15:20, Cuma 11:30 - 12:20, Cuma 12:30 - 13:20",School of Foreign Languages,9,NO
PREP1122.6,Reading &amp; Writing 1.2 (10),10,12,12 / 30,Şile,"-, -, -, -, -, -, -, -, -",AYŞE BUSE,ÖZTÜRK,STAFF,"Salı 08:30 - 09:20, Salı 09:30 - 10:20, Salı 11:30 - 12:20, Çarşamba 13:30 - 14:20, Çarşamba 14:30 - 15:20, Cuma 11:30 - 12:20, Cuma 12:30 - 13:20",School of Foreign Languages,9,NO
PREP1122.7,Reading &amp; Writing 1.2 (10),10,12,30 / 30,Şile,"-, -, -, -, -, -, -, -, -",STAFF,,STAFF,"Salı 08:30 - 09:20, Salı 09:30 - 10:20, Salı 11:30 - 12:20, Çarşamba 13:30 - 14:20, Çarşamba 14:30 - 15:20, Cuma 11:30 - 12:20, Cuma 12:30 - 13:20",School of Foreign Languages,9,NO
PREP1132.1,Listening &amp; Speaking 1.2 (6),6,8,11 / 30,Şile,"-, -, -, -, -",HALİL,AKTAN,STAFF,"Pazartesi 13:30 - 14:20, Pazartesi 14:30 - 15:20",School of Foreign Languages,5,NO
PREP1132.2,Listening &amp; Speaking 1.2 (6),6,8,11 / 30,Şile,"-, -, -, -, -",EBRU,ÇİÇEK ÇIRPICI,STAFF,"Pazartesi 13:30 - 14:20, Pazartesi 14:30 - 15:20",School of Foreign Languages,5,NO
PREP1132.3,Listening &amp; Speaking 1.2 (6),6,8,10 / 30,Şile,"-, -, -, -, -",SEYİD ÖMER,DELİCE,STAFF,"Pazartesi 13:30 - 14:20, Pazartesi 14:30 - 15:20",School of Foreign Languages,5,NO
PREP1132.4,Listening &amp; Speaking 1.2 (6),6,8,10 / 30,Şile,"-, -, -, -, -",AYŞE BUSE,ÖZTÜRK,STAFF,"Pazartesi 13:30 - 14:20, Pazartesi 14:30 - 15:20",School of Foreign Languages,5,NO
PREP1132.5,Listening &amp; Speaking 1.2 (6),6,8,13 / 30,Şile,"-, -, -, -, -",NURİ,ATEŞ,STAFF,"Pazartesi 13:30 - 14:20, Pazartesi 14:30 - 15:20",School of Foreign Languages,5,NO
PREP1132.6,Listening &amp; Speaking 1.2 (6),6,8,12 / 30,Şile,"-, -, -, -, -",MEHMET SERDAR,VURAL,STAFF,"Pazartesi 13:30 - 14:20, Pazartesi 14:30 - 15:20",School of Foreign Languages,5,NO
PREP1132.7,Listening &amp; Speaking 1.2 (6),6,8,30 / 30,Şile,"-, -, -, -, -",STAFF,,STAFF,"Pazartesi 13:30 - 14:20, Pazartesi 14:30 - 15:20",School of Foreign Languages,5,NO
PREP1212.1,Core 2.2 (6),6,9,15 / 30,Şile,"-, -, -, -, -, -, -, -, -, -",DOUGLAS WILLIAM,LANKIN,STAFF,"Pazartesi 08:30 - 09:20, Pazartesi 09:30 - 10:20, Pazartesi 11:30 - 12:20, Salı 13:30 - 14:20, Salı 14:30 - 15:20, Çarşamba 08:30 - 09:20, Çarşamba 09:30 - 10:20, Çarşamba 11:30 - 12:20, Cuma 08:30 - 09:20, Cuma 09:30 - 10:20",School of Foreign Languages,10,NO
PREP1212.2,Core 2.2 (6),6,9,12 / 30,Şile,"-, -, -, -, -, -, -, -, -, -",AYDIN,PESEN,STAFF,"Pazartesi 08:30 - 09:20, Pazartesi 09:30 - 10:20, Pazartesi 11:30 - 12:20, Salı 13:30 - 14:20, Salı 14:30 - 15:20, Çarşamba 08:30 - 09:20, Çarşamba 09:30 - 10:20, Çarşamba 11:30 - 12:20, Cuma 08:30 - 09:20, Cuma 09:30 - 10:20",School of Foreign Languages,10,NO
PREP1212.3,Core 2.2 (6),6,9,14 / 30,Şile,"-, -, -, -, -, -, -, -, -, -",GILLIAN,HAMİLTON,STAFF,"Pazartesi 08:30 - 09:20, Pazartesi 09:30 - 10:20, Pazartesi 11:30 - 12:20, Salı 13:30 - 14:20, Salı 14:30 - 15:20, Çarşamba 08:30 - 09:20, Çarşamba 09:30 - 10:20, Çarşamba 11:30 - 12:20, Cuma 08:30 - 09:20, Cuma 09:30 - 10:20",School of Foreign Languages,10,NO
PREP1212.4,Core 2.2 (6),6,9,13 / 30,Şile,"-, -, -, -, -, -, -, -, -, -",SELÇUK,AKBULUT,STAFF,"Pazartesi 08:30 - 09:20, Pazartesi 09:30 - 10:20, Pazartesi 11:30 - 12:20, Salı 13:30 - 14:20, Salı 14:30 - 15:20, Çarşamba 08:30 - 09:20, Çarşamba 09:30 - 10:20, Çarşamba 11:30 - 12:20, Cuma 08:30 - 09:20, Cuma 09:30 - 10:20",School of Foreign Languages,10,NO
PREP1212.5,Core 2.2 (6),6,9,12 / 30,Şile,"-, -, -, -, -, -, -, -, -, -",YAVUZ,YENER,STAFF,"Pazartesi 08:30 - 09:20, Pazartesi 09:30 - 10:20, Pazartesi 11:30 - 12:20, Salı 13:30 - 14:20, Salı 14:30 - 15:20, Çarşamba 08:30 - 09:20, Çarşamba 09:30 - 10:20, Çarşamba 11:30 - 12:20, Cuma 08:30 - 09:20, Cuma 09:30 - 10:20",School of Foreign Languages,10,NO
PREP1212.6,Core 2.2 (6),6,9,14 / 30,Şile,"-, -, -, -, -, -, -, -, -, -",ELÇİN,SARI,STAFF,"Pazartesi 08:30 - 09:20, Pazartesi 09:30 - 10:20, Pazartesi 11:30 - 12:20, Salı 13:30 - 14:20, Salı 14:30 - 15:20, Çarşamba 08:30 - 09:20, Çarşamba 09:30 - 10:20, Çarşamba 11:30 - 12:20, Cuma 08:30 - 09:20, Cuma 09:30 - 10:20",School of Foreign Languages,10,NO
PREP1212.7,Core 2.2 (6),6,9,11 / 30,Şile,"-, -, -, -, -, -, -, -, -, -",ZEYNEP SEÇİL,SARIOĞLU,STAFF,"Pazartesi 08:30 - 09:20, Pazartesi 09:30 - 10:20, Pazartesi 11:30 - 12:20, Salı 13:30 - 14:20, Salı 14:30 - 15:20, Çarşamba 08:30 - 09:20, Çarşamba 09:30 - 10:20, Çarşamba 11:30 - 12:20, Cuma 08:30 - 09:20, Cuma 09:30 - 10:20",School of Foreign Languages,10,NO
PREP1212.8,Core 2.2 (6),6,9,10 / 30,Şile,"-, -, -, -, -, -, -, -, -, -",ASLI,SARAÇOĞLU,STAFF,"Pazartesi 08:30 - 09:20, Pazartesi 09:30 - 10:20, Pazartesi 11:30 - 12:20, Salı 13:30 - 14:20, Salı 14:30 - 15:20, Çarşamba 08:30 - 09:20, Çarşamba 09:30 - 10:20, Çarşamba 11:30 - 12:20, Cuma 08:30 - 09:20, Cuma 09:30 - 10:20",School of Foreign Languages,10,NO
PREP1212.9,Core 2.2 (6),6,9,17 / 30,Şile,"-, -, -, -, -, -, -, -, -, -",TOMRİS,BORAY,STAFF,"Pazartesi 08:30 - 09:20, Pazartesi 09:30 - 10:20, Pazartesi 11:30 - 12:20, Salı 13:30 - 14:20, Salı 14:30 - 15:20, Çarşamba 08:30 - 09:20, Çarşamba 09:30 - 10:20, Çarşamba 11:30 - 12:20, Cuma 08:30 - 09:20, Cuma 09:30 - 10:20",School of Foreign Languages,10,NO
PREP1222.1,Reading &amp; Writing 2.2 (8),8,12,15 / 30,Şile,"-, -, -, -, -, -, -, -, -",YAVUZ,YENER,STAFF,"Salı 08:30 - 09:20, Salı 09:30 - 10:20, Salı 11:30 - 12:20, Çarşamba 13:30 - 14:20, Çarşamba 14:30 - 15:20, Cuma 11:30 - 12:20, Cuma 12:30 - 13:20",School of Foreign Languages,9,NO
PREP1222.2,Reading &amp; Writing 2.2 (8),8,12,12 / 30,Şile,"-, -, -, -, -, -, -, -, -",SEÇİL,ERSAN,STAFF,"Salı 08:30 - 09:20, Salı 09:30 - 10:20, Salı 11:30 - 12:20, Çarşamba 13:30 - 14:20, Çarşamba 14:30 - 15:20, Cuma 11:30 - 12:20, Cuma 12:30 - 13:20",School of Foreign Languages,9,NO
PREP1222.3,Reading &amp; Writing 2.2 (8),8,12,14 / 30,Şile,"-, -, -, -, -, -, -, -, -",SELÇUK,AKBULUT,STAFF,"Salı 08:30 - 09:20, Salı 09:30 - 10:20, Salı 11:30 - 12:20, Çarşamba 13:30 - 14:20, Çarşamba 14:30 - 15:20, Cuma 11:30 - 12:20, Cuma 12:30 - 13:20",School of Foreign Languages,9,NO
PREP1222.4,Reading &amp; Writing 2.2 (8),8,12,13 / 30,Şile,"-, -, -, -, -, -, -, -, -",GILLIAN,HAMİLTON,STAFF,"Salı 08:30 - 09:20, Salı 09:30 - 10:20, Salı 11:30 - 12:20, Çarşamba 13:30 - 14:20, Çarşamba 14:30 - 15:20, Cuma 11:30 - 12:20, Cuma 12:30 - 13:20",School of Foreign Languages,9,NO
PREP1222.5,Reading &amp; Writing 2.2 (8),8,12,12 / 30,Şile,"-, -, -, -, -, -, -, -, -",DOUGLAS WILLIAM,LANKIN,STAFF,"Salı 08:30 - 09:20, Salı 09:30 - 10:20, Salı 11:30 - 12:20, Çarşamba 13:30 - 14:20, Çarşamba 14:30 - 15:20, Cuma 11:30 - 12:20, Cuma 12:30 - 13:20",School of Foreign Languages,9,NO
PREP1222.6,Reading &amp; Writing 2.2 (8),8,12,14 / 30,Şile,"-, -, -, -, -, -, -, -, -",TOMRİS,BORAY,STAFF,"Salı 08:30 - 09:20, Salı 09:30 - 10:20, Salı 11:30 - 12:20, Çarşamba 13:30 - 14:20, Çarşamba 14:30 - 15:20, Cuma 11:30 - 12:20, Cuma 12:30 - 13:20",School of Foreign Languages,9,NO
PREP1222.7,Reading &amp; Writing 2.2 (8),8,12,11 / 30,Şile,"-, -, -, -, -, -, -, -, -",ASLI,SARAÇOĞLU,STAFF,"Salı 08:30 - 09:20, Salı 09:30 - 10:20, Salı 11:30 - 12:20, Çarşamba 13:30 - 14:20, Çarşamba 14:30 - 15:20, Cuma 11:30 - 12:20, Cuma 12:30 - 13:20",School of Foreign Languages,9,NO
PREP1222.8,Reading &amp; Writing 2.2 (8),8,12,10 / 30,Şile,"-, -, -, -, -, -, -, -, -",ZEYNEP SEÇİL,SARIOĞLU,STAFF,"Salı 08:30 - 09:20, Salı 09:30 - 10:20, Salı 11:30 - 12:20, Çarşamba 13:30 - 14:20, Çarşamba 14:30 - 15:20, Cuma 11:30 - 12:20, Cuma 12:30 - 13:20",School of Foreign Languages,9,NO
PREP1222.9,Reading &amp; Writing 2.2 (8),8,12,17 / 30,Şile,"-, -, -, -, -, -, -, -, -",BURÇİN,ATEŞ,STAFF,"Salı 08:30 - 09:20, Salı 09:30 - 10:20, Salı 11:30 - 12:20, Çarşamba 13:30 - 14:20, Çarşamba 14:30 - 15:20, Cuma 11:30 - 12:20, Cuma 12:30 - 13:20",School of Foreign Languages,9,NO
PREP1232.1,Listening &amp; Speaking 2.2 (6),6,9,15 / 30,Şile,"-, -, -, -, -",DOUGLAS WILLIAM,LANKIN,STAFF,"Pazartesi 12:30 - 13:20, Cuma 13:30 - 14:20, Cuma 14:30 - 15:20",School of Foreign Languages,5,NO
PREP1232.2,Listening &amp; Speaking 2.2 (6),6,9,12 / 30,Şile,"-, -, -, -, -",SEÇİL,ERSAN,STAFF,"Pazartesi 12:30 - 13:20, Cuma 13:30 - 14:20, Cuma 14:30 - 15:20",School of Foreign Languages,5,NO
PREP1232.3,Listening &amp; Speaking 2.2 (6),6,9,14 / 30,Şile,"-, -, -, -, -",GILLIAN,HAMİLTON,STAFF,"Pazartesi 12:30 - 13:20, Cuma 13:30 - 14:20, Cuma 14:30 - 15:20",School of Foreign Languages,5,NO
PREP1232.4,Listening &amp; Speaking 2.2 (6),6,9,13 / 30,Şile,"-, -, -, -, -",SELÇUK,AKBULUT,STAFF,"Pazartesi 12:30 - 13:20, Cuma 13:30 - 14:20, Cuma 14:30 - 15:20",School of Foreign Languages,5,NO
PREP1232.5,Listening &amp; Speaking 2.2 (6),6,9,12 / 30,Şile,"-, -, -, -, -",YAVUZ,YENER,STAFF,"Pazartesi 12:30 - 13:20, Cuma 13:30 - 14:20, Cuma 14:30 - 15:20",School of Foreign Languages,5,NO
PREP1232.6,Listening &amp; Speaking 2.2 (6),6,9,14 / 30,Şile,"-, -, -, -, -",ELÇİN,SARI,STAFF,"Pazartesi 12:30 - 13:20, Cuma 13:30 - 14:20, Cuma 14:30 - 15:20",School of Foreign Languages,5,NO
PREP1232.7,Listening &amp; Speaking 2.2 (6),6,9,11 / 30,Şile,"-, -, -, -, -",ZEYNEP SEÇİL,SARIOĞLU,STAFF,"Pazartesi 12:30 - 13:20, Cuma 13:30 - 14:20, Cuma 14:30 - 15:20",School of Foreign Languages,5,NO
PREP1232.8,Listening &amp; Speaking 2.2 (6),6,9,10 / 30,Şile,"-, -, -, -, -",ASLI,SARAÇOĞLU,STAFF,"Pazartesi 12:30 - 13:20, Cuma 13:30 - 14:20, Cuma 14:30 - 15:20",School of Foreign Languages,5,NO
PREP1232.9,Listening &amp; Speaking 2.2 (6),6,9,17 / 30,Şile,"-, -, -, -, -",TOMRİS,BORAY,STAFF,"Pazartesi 12:30 - 13:20, Cuma 13:30 - 14:20, Cuma 14:30 - 15:20",School of Foreign Languages,5,NO
